temp_heel,press_heel,temp_ball,press_ball,temp_arch,press_arch,temp_toe,press_toe,spo2,heartRate,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stepCount,batteryLevel,label
33.49816047538945,58.02857225639664,34.92797576724562,43.946339367881464,32.624074561769746,26.239780813448107,32.232334448672795,54.647045830997406,95.62108866694068,81,0.23949543664711395,-0.4785495049712238,9.86666547983595,-34.223433088267626,-42.545392817458215,-9.398040141707998,59,99,0
32.931085361721216,23.62425738131283,34.473544037332346,35.29847965068651,35.932923543227155,38.670515729919195,35.439761626945284,47.21230154351119,85.19897441739799,119,-6.080158847190276,3.3582708346855124,12.137577903545015,-88.08782050798668,90.41825551176295,29.849513178353494,34,97,1
33.564242430292964,27.289443511522492,35.02144564127061,37.00623497964979,32.831766651472755,42.70801311279966,32.12525316982224,53.69139098379994,90.92725354002721,73,-2.7215597404421836,3.565877179291834,12.156596373494736,212.4808073017634,21.07888321841681,131.3416892811261,23,45,0
35.861021229056554,44.281369907467386,33.10399672809017,31.850940228163296,40.4463842853645,108.27429375390469,33.693605922825476,35.79526072702279,95.9351075206148,92,2.0953207776328844,0.5208061909944137,11.786853540857187,19.28977300697035,-13.456407047926806,93.18149164036191,32,67,1
33.48327300879306,46.75365010654429,34.663689426469986,43.651911508309084,33.09888717196026,42.44973703390805,33.53170749901516,58.86848381556415,95.8259428174731,73,10.11688876088002,-2.7611724152021275,8.604084829954397,-4.8691269979796905,-113.50003668731222,83.39932938715367,95,23,0
35.63026589570437,29.971689165955,33.64153169214252,50.22204554172195,32.915192661966486,23.07919639315172,33.15900581165507,26.448851490160177,97.12180569346626,116,-0.3157714020035383,-2.866039334153114,8.555706096783602,-111.89927052846862,-27.52644330490549,60.06287084715369,118,81,0
32.440207698110704,29.117406501677667,33.70843115450503,52.72059063689972,38.80823700139556,89.76502088991097,34.04298921031026,36.696440125951156,87.52436563259396,91,5.65855770363159,0.5237334384955169,10.572651172168294,-5.955673261293377,-153.50169722392332,-2.1211100359373503,112,75,1
32.147547789418134,44.382573359195874,34.010716092915445,22.059150049999573,33.11458585694645,56.33063543866615,32.95824756266789,25.795794883648924,99.78475681165901,91,-2.287880892645455,0.5059781615798835,5.834369148099684,-53.459735930592984,-10.983280294341618,112.10572517548995,97,89,0
33.59529776977821,52.65727492877536,39.53627917489784,89.05983100791752,34.03279510696287,47.832512271635274,35.43343521925488,33.03835620807539,94.67759185614175,111,-0.430386688892068,1.8510113271453903,13.546822097419733,5.251932648897983,93.5366117562098,69.86535752715413,49,42,1
34.165791895310264,47.83137597380329,32.9142000871892,26.998197083837447,35.92867337331774,40.66543565084057,33.043316699321636,59.85014799031697,93.37440180410647,91,-4.320124343051393,3.5721817683409203,13.698190442793463,-69.37169248396427,49.411267640891595,97.36566375840881,74,91,0
